entity_id,entity_name,merchant_category,risk_score,risk_level,risk_factors,entity_type,kyc_status
USR55700,Neel Toor,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR89064,Aachal Nadig,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR40497,Eesha Lalla,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR70546,Warhi Mody,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR19375,Siya Seshadri,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR21985,Krishna Dubey,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR88029,Bina Nadig,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR31903,Eiravati Rattan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR69081,Hardik Lall,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR24002,Ranbir Arora,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; History of disputed transactions,USER,VERIFIED
USR83395,Krishna Lad,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR60789,Osha Maharaj,,20.0,LOW,History of disputed transactions,USER,VERIFIED
USR57963,Anmol Baral,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR64978,Wridesh Chowdhury,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR89141,Robert Minhas,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR86203,Ekansh Gi11,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR92896,Saumya Sarkar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR98658,Inaya Malhotra,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR28664,Alka Sen,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR66721,Tripti Parmar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR98336,Idika Bhatnagar,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; History of disputed transactions,USER,VERIFIED
USR57741,Bachittar Ratta,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR82072,Yuvraj Vig,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR67550,Maya Narayan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR95854,Hemal Wagle,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR33288,Janya Baria,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR11329,Urmi Tak,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR11087,Rajeshri Sarna,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR77893,Chakrika Bhatt,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR11629,Madhav Thaman,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR26360,Kevin Chack0,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR97225,Onveer Anand,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR91827,Ucchal Kamdar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR73119,Charvi Badami,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR46224,Akshay Kapadia,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR92066,Darika Sengupta,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR94271,Hredhaan Hora,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR33367,Brijesh Sundaram,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR45105,Nikita Kamdar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR36427,Daniel Deshpande,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR10241,Arya Koshy,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR88730,Anvi Bakshi,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR33766,Jai Sridhar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR22918,Tristan L0Ke,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR79584,Wriddhish Swamy,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR34837,Maya Dugar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR39607,Krish Vohra,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR90235,Urmi Mohanty,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR51996,Gagan Rege,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR25504,Praneel Bandi,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR74455,Inaya Mohanty,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR49187,Vaishnavi Sridhar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR27557,Jason Ramakrishnan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR51424,Avni Deol,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR90311,Vedhika Varty,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR72741,Ekta Raj,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR38851,Harrison Shah,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR16373,Azad Samra,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR31614,Mason Sarma,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR29685,Tripti Dayal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR18137,Frederick Chad,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR40763,Darsh Dada,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR81419,Samaksh Suri,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR32943,Wahab Khalsa,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR35307,Qasim Butala,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR45925,Abeer Rege,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR97730,Madhavi Das,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR87995,Damyanti Deshmukh,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR56460,Advay Nayar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR34239,Jacob Nazareth,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR91676,Wyatt Edwin,,25.0,LOW,Transaction spend (17400) exceeds declared monthly income (5902),USER,VERIFIED
USR89059,Yashica Dada,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR48678,Chakradev Seshadri,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR88468,Urvi Manne,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR65669,Naveen Palla,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR56487,Diya Kha1Sa,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR72957,Aarav Korpal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR19921,Matthew Pingle,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; History of disputed transactions,USER,VERIFIED
USR58091,Vedant Ghosh,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR84203,Bhavini Batra,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR17230,Oliver Sandhu,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR48284,Rajeshri Prashad,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR80742,Bishakha Dhaliwal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR84980,Mohammed Murthy,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR49639,Kritika Balasubramanian,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR78699,Yamini Bali,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR10976,Advay Dara,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR58066,Gauri Bhalla,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR24998,Falguni Ahuja,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR26944,Jai Chana,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR32784,Fariq Subramaniam,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR47890,Triya Arora,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR10561,Anusha Bhatnagar,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR24091,Ishaiyengar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR95232,Ansh Narain,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR19961,Pranit Jani,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR24192,Gaurangi Sridhar,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR45630,Dhriti Om,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR42195,Daksha Dutta,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR41508,Bhavya Randhawa,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR16286,Abha Ray,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR62606,Damini Sinha,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR78182,Tara Naik,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR18272,Naksh Nazareth,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR82189,Ishanvi Prabhakar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR58778,Shravya Seshadri,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR62889,Jyoti Cherian,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR76139,Vasudha Borra,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR97128,Mugdha Dani,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR78628,Aarini Kadakia,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR66571,Ethan Shan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR36997,Hemani Deol,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR39132,Robert Shetty,,35.0,MEDIUM,History of disputed transactions; Transaction spend (40450) exceeds declared monthly income (21308),USER,PENDING
USR32699,Wakeeta Varghese,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR66205,Neelima Sinha,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR39237,Dhriti M0Rar,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR83116,Yamini Ghose,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR12401,Bachittar Lanka,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR89480,Kiaan Kurian,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,PENDING
USR15378,Zehaan Madan,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR27379,Sanaya Das,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR61960,Girindra Divan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR32925,Jeremiah Panchal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR40976,Deepa Bora,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR93941,Panini Vaidya,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR30314,Anya Narula,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR91288,Jatin Loke,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR54850,Aaravbarman,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR14096,Jagdish Salvi,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; History of disputed transactions,USER,VERIFIED
USR27254,Gabriel Parekh,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR61674,Madhav Vig,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR49641,Azaan Kari,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR63527,Anitasawhney,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR70709,Priya Dalal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR87720,Unnati Raju,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR54240,Manya Dayal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR93935,Bakhshi Mangat,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR83422,Hiral Kumar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR48330,Gautam Raghavan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR54472,Faqid Dhar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR11649,Vritti Keer,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR82411,Gautami Anne,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR12809,Nirja Mukhopadhyay,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR47857,Lila Rau,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR57651,Om Batra,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR66412,Urvi Khanna,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR58788,Gopal Rai,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR65743,Manbir Bains,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR25480,Indira Andra,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR38253,Peter Loyal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR19256,Jonathan Malhotra,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR70827,Chaman Sen,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR62550,Samesh Mann,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR63624,Wahab Sarin,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR36553,Karanseth,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR84022,Daksha Suresh,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR72443,Etalala,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR45968,Nidhi Pillai,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR83567,Ishaan Vaidya,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR49115,Nidhi Raju,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,PENDING
USR21770,Christopher Kota,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR92045,Ekavir Nagarajan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR96509,Advay Garde,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR78406,Baghyawati Kara,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR91281,Guneet Sami,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR72631,Omaja Ghosh,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR27772,Henry B0Rde,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR31144,Gaurang Morar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR67282,Neha Sura,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR77081,Ethan Dora,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR63468,Jonathan Chahal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR24521,Pranit Kale,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR50118,Kai Edwin,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR99809,Darpan Kala,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR86229,Odikadin,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR91028,Caleb Mital,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR61369,Anvi Dalal,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR23570,Krish Boase,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR65462,Yashasvi Ramachandran,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR78162,Tara Lata,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR76944,Leenaloke,,25.0,LOW,Transaction spend (24835) exceeds declared monthly income (14066),USER,VERIFIED
USR19570,Kala Shere,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR93927,Vamakshi Aurora,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR42608,Vedant Cherian,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR55755,Ekta De01,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR42267,Yatin Iyengar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR51744,Manbir Dhawan,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR54567,Manan Sem,,25.0,LOW,Transaction spend (24799) exceeds declared monthly income (11185),USER,VERIFIED
USR73809,Zarna Morar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR91438,Samar Lall,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR80637,Onkar Goyal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR41983,Gunbir Karan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR13788,Anvi Lad,,50.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Transaction spend (22589) exceeds declared monthly income (7417),USER,VERIFIED
USR46038,Ekaja Mall,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR71337,Bhavani Mall,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR16651,Bachittar Narayanan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR84352,Qabil Krishna,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR65628,Rushil Natarajan,,25.0,LOW,Transaction spend (21862) exceeds declared monthly income (14355),USER,VERIFIED
USR18111,Megha Oza,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR62036,Nachiket Balakrishnan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR87202,Kabir Minhas,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR43674,Upasna Raghavan,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR17029,Damyanti Mohanty,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR21718,Utkarsh Borah,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR69829,Yashoda Pathak,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR55354,Tamanna Swamy,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR86454,Chasmum Dora,,25.0,LOW,Transaction spend (21927) exceeds declared monthly income (9786),USER,PENDING
USR34770,Anya Vora,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR18685,Faris Walla,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR97692,Tanay Sankaran,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR89449,Dayita Barad,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR40830,Karan Kurian,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR52854,Kavya Chhabra,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR55848,Sudiksha Baral,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR62714,Aarav Setty,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR25371,Warinder Dhingra,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR51859,Lucky Chopra,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR36308,Shaurya Deol,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR56236,M0Hini Parikh,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR10709,Ishani Khatri,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR47940,Mitali Toor,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR58330,Netra Tailor,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR58544,Zayan Rao,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR45211,Abeer Natarajan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR69805,Aditya Baral,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR43326,Aayush Mammen,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR89126,Urvi Ghosh,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR75076,Bina Kaur,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR41077,Utkarsh Padmanabhan,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR76386,Girish Kala,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR57469,Ranbir Rattan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR96023,Nidhi Butala,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR82843,Pranav Sampath,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR30351,Nathan Chakraborty,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR26031,Abha Varghese,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR79705,Sneha Oza,,20.0,LOW,History of disputed transactions,USER,VERIFIED
USR33981,Jhalak Taneja,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR25853,Dayita Sood,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR74165,Januja Bhagat,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR37252,Daniel Dugar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR34613,Mahika Jani,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR53794,Vyanjana Basu,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR54092,Suhanihari,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR81231,Barkha Gopal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR71875,Lekha Manne,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR89177,Azad Parmar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR96981,Tripti Batra,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR74878,Aachal Sunder,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR58018,Fariq Kakar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR70953,Wahab Malhotra,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR96392,Hardik Bedi,,20.0,LOW,History of disputed transactions,USER,VERIFIED
USR75621,Aarushsetty,,35.0,MEDIUM,Transaction spend (17861) exceeds declared monthly income (11907); Pre-assigned high risk segment,USER,VERIFIED
USR27597,Dalbir Agrawal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR97261,Oeshi Chopra,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR65148,Garima Mitra,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR38514,J0Nathan Manda1,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR69436,Bakhshi Sule,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR39488,Chandresh Chana,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR58765,Leena Oza,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR29813,Ayushman Issac,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR77656,Vrinda Krishna,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR68998,Daksha Agarwal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR37095,Mekhala Palan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR78208,Saksham Chowdhury,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR61531,Joshua Kalita,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR64138,Panini Dada,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR18838,Pavani Warrior,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR40659,Udarsh Hegde,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR71639,Nandini Boase,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR68360,Aarav Kant,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR56594,Faqidchaudhary,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR83531,Manbir Pingle,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR57506,Udant Dutta,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR11462,Isaac D’Alia,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR52780,Tanay Sunder,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR48037,J0Nathan Dixit,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR56584,Theodore Parekh,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR17700,Ekantika Ravel,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR71583,Thomas Arya,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR68666,Ekansh Bedi,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR37358,Baljiwan Badal,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR28464,Arin Mody,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR11096,Gayathri Din,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR32044,Bahadurjit Date,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR34549,Ekbal Savant,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR46536,Hiral Kannan,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; History of disputed transactions,USER,VERIFIED
USR37853,Aahanachaudhari,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
